player_id,name,age,photo_url,position_group,detailed_position,team_id,team_name,team_logo,league_id,season,appearances,starts,minutes_played,rating,goals,assists,shots,shots_on_target,key_passes,passes_total,dribbles_succ,tackles,interceptions,blocks,duels_won,fouls_drawn,fouls_committed,cards,goals_per90,assists_per90,shots_per90,shots_on_target_per90,goal_contributions_per90,key_passes_per90,successful_dribbles_per90,tackles_per90,interceptions_per90,blocks_per90,defensive_actions_per90,duels_won_per90,fouls_drawn_per90,fouls_committed_per90,cards_per90,shot_accuracy,goal_conversion,key_pass_rate,pass_accuracy,duel_success_rate,dribble_success_rate
290,V. van Dijk,34,https://media.api-sports.io/football/players/290.png,Defender,Defender,40,Liverpool,https://media.api-sports.io/football/teams/40.png,39,2023,36,36,3178,7.383333,2,2,35,14,11,2871,2,40,39,34,194,13,23,4,0.06,0.06,0.99,0.4,0.11,0.31,0.06,1.13,1.1,0.96,3.2,5.49,0.37,0.65,0.11,40.0,5.71,0.38,72.0,75.49,50.0
293,C. Jones,24,https://media.api-sports.io/football/players/293.png,Midfielder,Midfielder,40,Liverpool,https://media.api-sports.io/football/teams/40.png,39,2023,27,22,1165,6.726086,1,1,12,6,11,750,15,27,7,0,63,14,16,4,0.08,0.08,0.93,0.46,0.15,0.85,1.16,2.09,0.54,0.0,2.63,4.87,1.08,1.24,0.31,50.0,8.33,1.47,0.0,42.86,60.0
295,A. Lallana,37,https://media.api-sports.io/football/players/295.png,Midfielder,Midfielder,51,Brighton,https://media.api-sports.io/football/teams/51.png,39,2023,25,13,850,6.675,0,1,8,2,15,499,3,8,3,1,25,11,8,2,0.0,0.11,0.85,0.21,0.11,1.59,0.32,0.85,0.32,0.11,1.27,2.65,1.16,0.85,0.21,25.0,0.0,3.01,0.0,36.23,25.0
296,J. Milner,39,https://media.api-sports.io/football/players/296.png,Midfielder,Midfielder,51,Brighton,https://media.api-sports.io/football/teams/51.png,39,2023,17,14,778,6.873333,0,2,3,1,16,500,3,20,8,0,33,4,10,3,0.0,0.23,0.35,0.12,0.23,1.85,0.35,2.31,0.93,0.0,3.24,3.82,0.46,1.16,0.35,33.33,0.0,3.2,0.0,46.48,42.86
303,R. Brewster,25,https://media.api-sports.io/football/players/303.png,Attacker,Attacker,62,Sheffield Utd,https://media.api-sports.io/football/teams/62.png,39,2023,13,3,340,6.330769,0,0,6,3,2,73,0,5,1,0,14,5,5,1,0.0,0.0,1.59,0.79,0.0,0.53,0.0,1.32,0.26,0.0,1.59,3.71,1.32,1.32,0.26,50.0,0.0,2.74,0.0,27.45,0.0
305,D. Origi,30,https://media.api-sports.io/football/players/305.png,Attacker,Attacker,65,Nottingham Forest,https://media.api-sports.io/football/teams/65.png,39,2023,20,6,598,6.585,0,1,10,4,7,131,9,6,2,0,34,8,14,1,0.0,0.15,1.51,0.6,0.15,1.05,1.35,0.9,0.3,0.0,1.2,5.12,1.2,2.11,0.15,40.0,0.0,5.34,0.0,39.08,42.86
306,Mohamed Salah,33,https://media.api-sports.io/football/players/306.png,Attacker,Attacker,40,Liverpool,https://media.api-sports.io/football/teams/40.png,39,2023,32,31,2535,7.58125,18,10,90,56,68,935,27,17,2,1,76,26,12,2,0.64,0.36,3.2,1.99,0.99,2.41,0.96,0.6,0.07,0.04,0.71,2.7,0.92,0.43,0.07,62.22,20.0,7.27,0.0,33.78,35.53
6,L. Balerdi,26,https://media.api-sports.io/football/players/6.png,Defender,Defender,81,Marseille,https://media.api-sports.io/football/teams/81.png,61,2023,27,26,2275,7.181481,2,0,13,4,5,1618,9,79,51,15,168,23,25,5,0.08,0.0,0.51,0.16,0.08,0.2,0.36,3.13,2.02,0.59,5.74,6.65,0.91,0.99,0.2,30.77,15.38,0.31,51.0,64.12,60.0
9,A. Hakimi,27,https://media.api-sports.io/football/players/9.png,Defender,Defender,85,Paris Saint Germain,https://media.api-sports.io/football/teams/85.png,61,2023,25,20,1931,7.324,4,5,28,12,43,1738,27,29,12,4,91,26,22,3,0.19,0.23,1.31,0.56,0.42,2.0,1.26,1.35,0.56,0.19,2.1,4.24,1.21,1.03,0.14,42.86,14.29,2.47,61.0,44.39,47.37
33,L. Hernández,29,https://media.api-sports.io/football/players/33.png,Defender,Defender,85,Paris Saint Germain,https://media.api-sports.io/football/teams/85.png,61,2023,27,23,1916,7.114814,1,1,6,2,12,1708,9,52,27,5,114,30,23,6,0.05,0.05,0.28,0.09,0.09,0.56,0.42,2.44,1.27,0.23,3.95,5.35,1.41,1.08,0.28,33.33,16.67,0.7,57.0,61.96,64.29
68,Clinton Mata,33,https://media.api-sports.io/football/players/68.png,Defender,Defender,80,Lyon,https://media.api-sports.io/football/teams/80.png,61,2023,28,25,2221,6.928571,0,3,7,0,14,1311,23,43,40,16,130,37,29,6,0.0,0.12,0.28,0.0,0.12,0.57,0.93,1.74,1.62,0.65,4.01,5.27,1.5,1.18,0.24,0.0,0.0,1.07,40.0,56.28,67.65
81,K. Diatta,26,https://media.api-sports.io/football/players/81.png,Midfielder,Midfielder,91,Monaco,https://media.api-sports.io/football/teams/91.png,61,2023,26,12,1195,6.815384,0,2,6,0,23,616,29,37,16,2,120,24,18,2,0.0,0.15,0.45,0.0,0.15,1.73,2.18,2.79,1.21,0.15,4.14,9.04,1.81,1.36,0.15,0.0,0.0,3.73,0.0,56.6,67.44
99,R. Pierre-Gabriel,27,https://media.api-sports.io/football/players/99.png,Defender,Defender,83,Nantes,https://media.api-sports.io/football/teams/83.png,61,2023,12,6,594,6.708333,0,0,2,0,2,234,4,15,8,4,32,4,4,3,0.0,0.0,0.3,0.0,0.0,0.3,0.61,2.27,1.21,0.61,4.09,4.85,0.61,0.61,0.45,0.0,0.0,0.85,0.0,64.0,50.0
107,S. Diop,25,https://media.api-sports.io/football/players/107.png,Midfielder,Midfielder,84,Nice,https://media.api-sports.io/football/teams/84.png,61,2023,10,6,501,6.68,0,0,12,6,8,162,6,8,3,0,27,12,9,0,0.0,0.0,2.16,1.08,0.0,1.44,1.08,1.44,0.54,0.0,1.98,4.85,2.16,1.62,0.0,50.0,0.0,4.94,0.0,38.57,27.27
109,A. Golovin,29,https://media.api-sports.io/football/players/109.png,Midfielder,Midfielder,91,Monaco,https://media.api-sports.io/football/teams/91.png,61,2023,25,25,2155,7.644,6,6,34,19,50,1102,24,42,21,3,114,36,25,10,0.25,0.25,1.42,0.79,0.5,2.09,1.0,1.75,0.88,0.13,2.76,4.76,1.5,1.04,0.42,55.88,17.65,4.54,0.0,51.35,58.54
112,K. N&apos;Doram,29,https://media.api-sports.io/football/players/112.png,Midfielder,Midfielder,112,Metz,https://media.api-sports.io/football/teams/112.png,61,2023,23,18,1604,6.708,0,2,4,1,8,692,5,36,29,11,100,28,31,5,0.0,0.11,0.22,0.06,0.11,0.45,0.28,2.02,1.63,0.62,4.26,5.61,1.57,1.74,0.28,25.0,0.0,1.16,0.0,52.91,41.67
116,K. Thuram,24,https://media.api-sports.io/football/players/116.png,Midfielder,Midfielder,84,Nice,https://media.api-sports.io/football/teams/84.png,61,2023,27,25,2115,7.048148,1,1,29,11,31,1106,35,41,18,10,117,22,34,7,0.04,0.04,1.23,0.47,0.09,1.32,1.49,1.74,0.77,0.43,2.94,4.98,0.94,1.45,0.3,37.93,3.45,2.8,0.0,49.79,58.33
138,J. Todibo,26,https://media.api-sports.io/football/players/138.png,Defender,Defender,84,Nice,https://media.api-sports.io/football/teams/84.png,61,2023,30,30,2654,7.083333,0,2,5,1,9,2461,16,58,38,15,131,18,25,3,0.0,0.07,0.17,0.03,0.07,0.31,0.54,1.97,1.29,0.51,3.76,4.44,0.61,0.85,0.1,20.0,0.0,0.37,73.0,59.01,64.0
139,S. Umtiti,32,https://media.api-sports.io/football/players/139.png,Defender,Defender,79,Lille,https://media.api-sports.io/football/teams/79.png,61,2023,6,2,183,6.34,0,0,0,0,0,165,0,1,2,0,3,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.98,0.0,1.48,1.48,0.49,1.48,0.0,0.0,0.0,0.0,0.0,27.27,0.0
153,O. Dembélé,28,https://media.api-sports.io/football/players/153.png,Attacker,Attacker,85,Paris Saint Germain,https://media.api-sports.io/football/teams/85.png,61,2023,26,17,1510,7.326923,3,8,32,14,59,936,65,19,5,0,114,27,7,0,0.18,0.48,1.91,0.83,0.66,3.52,3.87,1.13,0.3,0.0,1.43,6.79,1.61,0.42,0.0,43.75,9.38,6.3,0.0,50.67,49.24
179,M. Sissoko,36,https://media.api-sports.io/football/players/179.png,Midfielder,Midfielder,83,Nantes,https://media.api-sports.io/football/teams/83.png,61,2023,26,21,1823,6.615384,0,0,7,3,14,650,10,27,12,2,54,3,40,7,0.0,0.0,0.35,0.15,0.0,0.69,0.49,1.33,0.59,0.1,2.02,2.67,0.15,1.97,0.35,42.86,0.0,2.15,0.0,36.73,47.62
198,M. Škriniar,30,https://media.api-sports.io/football/players/198.png,Defender,Defender,85,Paris Saint Germain,https://media.api-sports.io/football/teams/85.png,61,2023,24,21,1624,6.895833,0,0,2,1,1,1812,2,24,12,10,61,10,14,1,0.0,0.0,0.11,0.06,0.0,0.06,0.11,1.33,0.67,0.55,2.55,3.38,0.55,0.78,0.06,50.0,0.0,0.06,72.0,55.45,100.0
240,P. Rosario,29,https://media.api-sports.io/football/players/240.png,Midfielder,Midfielder,84,Nice,https://media.api-sports.io/football/teams/84.png,61,2023,30,23,2020,6.933333,0,0,14,3,17,1128,11,37,29,13,102,19,18,4,0.0,0.0,0.62,0.13,0.0,0.76,0.49,1.65,1.29,0.58,3.52,4.54,0.85,0.8,0.18,21.43,0.0,1.51,0.0,58.62,57.89
243,Z. Aboukhlal,25,https://media.api-sports.io/football/players/243.png,Attacker,Attacker,96,Toulouse,https://media.api-sports.io/football/teams/96.png,61,2023,13,9,758,6.616666,3,0,17,8,5,182,8,9,1,1,38,15,17,2,0.36,0.0,2.02,0.95,0.36,0.59,0.95,1.07,0.12,0.12,1.31,4.51,1.78,2.02,0.24,47.06,17.65,2.75,0.0,36.19,26.67
257,Marquinhos,31,https://media.api-sports.io/football/players/257.png,Defender,Defender,85,Paris Saint Germain,https://media.api-sports.io/football/teams/85.png,61,2023,21,18,1539,7.247619,0,1,1,0,9,1783,1,19,17,19,47,3,3,1,0.0,0.06,0.06,0.0,0.06,0.53,0.06,1.11,0.99,1.11,3.22,2.75,0.18,0.18,0.06,0.0,0.0,0.5,80.0,58.75,100.0
261,T. Kehrer,29,https://media.api-sports.io/football/players/261.png,Defender,Defender,91,Monaco,https://media.api-sports.io/football/teams/91.png,61,2023,15,15,1324,7.16,1,1,11,4,5,940,3,31,30,6,61,5,17,3,0.07,0.07,0.75,0.27,0.14,0.34,0.2,2.11,2.04,0.41,4.55,4.15,0.34,1.16,0.2,36.36,9.09,0.53,55.0,52.59,100.0
278,Kylian Mbappé,27,https://media.api-sports.io/football/players/278.png,Attacker,Attacker,85,Paris Saint Germain,https://media.api-sports.io/football/teams/85.png,61,2023,29,24,2159,7.917241,27,7,91,59,40,931,61,4,2,0,103,38,19,4,1.13,0.29,3.79,2.46,1.42,1.67,2.54,0.17,0.08,0.0,0.25,4.29,1.58,0.79,0.17,64.84,29.67,4.3,0.0,45.98,49.59
287,D. Lovren,36,https://media.api-sports.io/football/players/287.png,Defender,Defender,80,Lyon,https://media.api-sports.io/football/teams/80.png,61,2023,10,8,720,6.744444,0,0,6,4,1,435,0,9,12,5,34,1,12,3,0.0,0.0,0.75,0.5,0.0,0.12,0.0,1.12,1.5,0.62,3.25,4.25,0.12,1.5,0.38,66.67,0.0,0.23,41.0,54.84,0.0
327,A. Ounas,29,https://media.api-sports.io/football/players/327.png,Midfielder,Midfielder,79,Lille,https://media.api-sports.io/football/teams/79.png,61,2023,17,3,407,6.8875,1,0,7,4,13,169,16,4,6,0,38,12,3,0,0.22,0.0,1.55,0.88,0.22,2.87,3.54,0.88,1.33,0.0,2.21,8.4,2.65,0.66,0.0,57.14,14.29,7.69,0.0,51.35,72.73
328,Fabián Ruiz,29,https://media.api-sports.io/football/players/328.png,Midfielder,Midfielder,85,Paris Saint Germain,https://media.api-sports.io/football/teams/85.png,61,2023,21,14,1194,7.061904,1,3,12,6,18,859,16,33,11,2,64,11,6,3,0.08,0.23,0.9,0.45,0.3,1.36,1.21,2.49,0.83,0.15,3.47,4.82,0.83,0.45,0.23,50.0,8.33,2.1,0.0,62.75,88.89
375,C. Mbemba,32,https://media.api-sports.io/football/players/375.png,Defender,Defender,81,Marseille,https://media.api-sports.io/football/teams/81.png,61,2023,25,25,2209,7.048,2,2,17,2,7,1361,7,33,13,13,89,9,21,1,0.08,0.08,0.69,0.08,0.16,0.29,0.29,1.34,0.53,0.53,2.4,3.63,0.37,0.86,0.04,11.76,11.76,0.51,48.0,54.27,63.64
381,Danilo Pereira,34,https://media.api-sports.io/football/players/381.png,Midfielder,Midfielder,85,Paris Saint Germain,https://media.api-sports.io/football/teams/85.png,61,2023,26,24,1999,7.153846,0,0,7,1,0,2215,3,22,23,26,82,11,14,2,0.0,0.0,0.32,0.05,0.0,0.0,0.14,0.99,1.04,1.17,3.2,3.69,0.5,0.63,0.09,14.29,0.0,0.0,80.0,60.29,60.0
407,B. Stambouli,35,https://media.api-sports.io/football/players/407.png,Midfielder,Midfielder,93,Reims,https://media.api-sports.io/football/teams/93.png,61,2023,7,5,298,6.514285,0,1,0,0,3,128,1,9,2,1,18,0,7,4,0.0,0.3,0.0,0.0,0.3,0.91,0.3,2.72,0.6,0.3,3.62,5.44,0.0,2.11,1.21,0.0,0.0,2.34,0.0,52.94,100.0
409,N. Bentaleb,31,https://media.api-sports.io/football/players/409.png,Midfielder,Midfielder,79,Lille,https://media.api-sports.io/football/teams/79.png,61,2023,26,23,1968,7.076923,0,3,7,2,14,1441,14,49,37,12,105,18,23,7,0.0,0.14,0.32,0.09,0.14,0.64,0.64,2.24,1.69,0.55,4.48,4.8,0.82,1.05,0.32,28.57,0.0,0.97,49.0,57.69,77.78
412,A. Harit,28,https://media.api-sports.io/football/players/412.png,Midfielder,Midfielder,81,Marseille,https://media.api-sports.io/football/teams/81.png,61,2023,28,25,1838,7.071428,1,2,24,8,39,905,39,28,12,4,122,51,19,5,0.05,0.1,1.18,0.39,0.15,1.91,1.91,1.37,0.59,0.2,2.15,5.97,2.5,0.93,0.24,33.33,4.17,4.31,0.0,50.0,59.09
421,B. Embolo,28,https://media.api-sports.io/football/players/421.png,Attacker,Attacker,91,Monaco,https://media.api-sports.io/football/teams/91.png,61,2023,5,2,181,6.86,1,0,4,3,3,45,4,3,1,0,15,7,3,0,0.5,0.0,1.99,1.49,0.5,1.49,1.99,1.49,0.5,0.0,1.99,7.46,3.48,1.49,0.0,75.0,25.0,6.67,0.0,38.46,57.14
519,C. Tolisso,31,https://media.api-sports.io/football/players/519.png,Midfielder,Midfielder,80,Lyon,https://media.api-sports.io/football/teams/80.png,61,2023,25,21,1749,7.148,2,1,31,15,26,1199,5,33,10,9,98,23,24,5,0.1,0.05,1.6,0.77,0.15,1.34,0.26,1.7,0.51,0.46,2.68,5.04,1.18,1.23,0.26,48.39,6.45,2.17,41.0,52.13,55.56
529,N. Tagliafico,33,https://media.api-sports.io/football/players/529.png,Defender,Defender,80,Lyon,https://media.api-sports.io/football/teams/80.png,61,2023,25,25,2129,6.968,3,1,11,6,18,993,5,54,28,8,111,32,37,6,0.13,0.04,0.47,0.25,0.17,0.76,0.21,2.28,1.18,0.34,3.8,4.69,1.35,1.56,0.25,54.55,27.27,1.81,0.0,52.36,33.33
623,B. Mendy,31,https://media.api-sports.io/football/players/623.png,Defender,Defender,97,Lorient,https://media.api-sports.io/football/teams/97.png,61,2023,15,7,709,6.593333,2,1,12,4,16,311,9,3,7,2,20,4,12,3,0.25,0.13,1.52,0.51,0.38,2.03,1.14,0.38,0.89,0.25,1.52,2.54,0.51,1.52,0.38,33.33,16.67,5.14,0.0,35.71,50.0
646,M. Gorgelin,35,https://media.api-sports.io/football/players/646.png,Midfielder,Goalkeeper,111,Le Havre,https://media.api-sports.io/football/teams/111.png,61,2023,1,1,90,6.9,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
647,Anthony Lopes,35,https://media.api-sports.io/football/players/647.png,Midfielder,Goalkeeper,80,Lyon,https://media.api-sports.io/football/teams/80.png,61,2023,31,31,2790,7.290322,0,0,0,0,1,879,0,0,0,0,11,6,1,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.35,0.19,0.03,0.0,0.0,0.0,0.11,0.0,91.67,0.0
659,M. Caqueret,25,https://media.api-sports.io/football/players/659.png,Midfielder,Midfielder,80,Lyon,https://media.api-sports.io/football/teams/80.png,61,2023,34,34,3025,7.214705,1,4,15,9,58,1906,52,91,48,9,182,30,34,1,0.03,0.12,0.45,0.27,0.15,1.73,1.55,2.71,1.43,0.27,4.4,5.41,0.89,1.01,0.03,60.0,6.67,3.04,48.0,49.73,65.0
663,M. Terrier,28,https://media.api-sports.io/football/players/663.png,Attacker,Attacker,94,Rennes,https://media.api-sports.io/football/teams/94.png,61,2023,24,19,1533,7.116666,7,3,26,16,16,491,16,14,9,4,91,28,13,3,0.41,0.18,1.53,0.94,0.59,0.94,0.94,0.82,0.53,0.23,1.59,5.34,1.64,0.76,0.18,61.54,26.92,3.26,0.0,49.46,47.06
679,Ismaily,35,https://media.api-sports.io/football/players/679.png,Defender,Defender,79,Lille,https://media.api-sports.io/football/teams/79.png,61,2023,30,28,2467,6.906666,1,1,5,4,10,1276,26,72,32,6,163,23,15,1,0.04,0.04,0.18,0.15,0.07,0.36,0.95,2.63,1.17,0.22,4.01,5.95,0.84,0.55,0.04,80.0,20.0,0.78,0.0,60.59,47.27
731,K. Navas,39,https://media.api-sports.io/football/players/731.png,Midfielder,Goalkeeper,85,Paris Saint Germain,https://media.api-sports.io/football/teams/85.png,61,2023,4,4,360,6.8,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
746,Marco Asensio,30,https://media.api-sports.io/football/players/746.png,Attacker,Forward,85,Paris Saint Germain,https://media.api-sports.io/football/teams/85.png,61,2023,19,16,1113,7.242105,4,5,19,10,34,593,10,12,5,0,34,10,8,0,0.32,0.4,1.54,0.81,0.73,2.75,0.81,0.97,0.4,0.0,1.37,2.75,0.81,0.65,0.0,52.63,21.05,5.73,0.0,47.22,50.0
896,A. Gomes,25,https://media.api-sports.io/football/players/896.png,Midfielder,Midfielder,79,Lille,https://media.api-sports.io/football/teams/79.png,61,2023,31,31,2579,7.32258,0,8,18,7,48,1696,22,26,18,6,91,36,31,5,0.0,0.28,0.63,0.24,0.28,1.68,0.77,0.91,0.63,0.21,1.74,3.18,1.26,1.08,0.17,38.89,0.0,2.83,49.0,50.84,64.71
902,N. Matić,38,https://media.api-sports.io/football/players/902.png,Midfielder,Midfielder,80,Lyon,https://media.api-sports.io/football/teams/80.png,61,2023,15,15,1259,6.966666,0,0,3,2,7,978,12,17,16,6,57,8,8,2,0.0,0.0,0.21,0.14,0.0,0.5,0.86,1.22,1.14,0.43,2.79,4.07,0.57,0.57,0.14,66.67,0.0,0.72,56.0,55.88,60.0
926,G. Kondogbia,32,https://media.api-sports.io/football/players/926.png,Midfielder,Midfielder,81,Marseille,https://media.api-sports.io/football/teams/81.png,61,2023,26,15,1458,6.953846,0,0,6,1,11,944,9,48,29,4,103,29,25,3,0.0,0.0,0.37,0.06,0.0,0.68,0.56,2.96,1.79,0.25,5.0,6.36,1.79,1.54,0.19,16.67,0.0,1.17,0.0,60.59,81.82
8,Raphaël Guerreiro,32,https://media.api-sports.io/football/players/8.png,Defender,Defender,157,Bayern München,https://media.api-sports.io/football/teams/157.png,78,2023,20,13,1192,7.065,3,0,13,6,23,923,12,19,14,1,40,7,3,2,0.23,0.0,0.98,0.45,0.23,1.74,0.91,1.43,1.06,0.08,2.57,3.02,0.53,0.23,0.15,46.15,23.08,2.49,40.0,56.34,66.67
13,D. Zagadou,26,https://media.api-sports.io/football/players/13.png,Defender,Defender,172,VfB Stuttgart,https://media.api-sports.io/football/teams/172.png,78,2023,19,16,1453,7.121052,1,0,9,3,3,1358,3,21,18,18,87,3,17,1,0.06,0.0,0.56,0.19,0.06,0.19,0.19,1.3,1.11,1.11,3.53,5.39,0.19,1.05,0.06,33.33,11.11,0.22,61.0,70.73,75.0
14,M. Dahoud,29,https://media.api-sports.io/football/players/14.png,Midfielder,Midfielder,172,VfB Stuttgart,https://media.api-sports.io/football/teams/172.png,78,2023,13,1,216,6.708333,1,0,2,1,7,228,0,5,0,0,9,2,0,0,0.42,0.0,0.83,0.42,0.42,2.92,0.0,2.08,0.0,0.0,2.08,3.75,0.83,0.0,0.0,50.0,50.0,3.07,0.0,39.13,0.0
16,M. Götze,33,https://media.api-sports.io/football/players/16.png,Midfielder,Midfielder,169,Eintracht Frankfurt,https://media.api-sports.io/football/teams/169.png,78,2023,30,23,2076,6.963333,3,2,9,7,35,1259,17,52,13,3,112,35,14,4,0.13,0.09,0.39,0.3,0.22,1.52,0.74,2.25,0.56,0.13,2.95,4.86,1.52,0.61,0.17,77.78,33.33,2.78,0.0,51.85,45.95
18,J. Sancho,25,https://media.api-sports.io/football/players/18.png,Attacker,Attacker,165,Borussia Dortmund,https://media.api-sports.io/football/teams/165.png,78,2023,14,11,953,7.161538,2,2,7,4,25,469,36,5,4,0,52,10,3,1,0.19,0.19,0.66,0.38,0.38,2.36,3.4,0.47,0.38,0.0,0.85,4.91,0.94,0.28,0.09,57.14,28.57,5.33,0.0,53.06,54.55
19,J. Weigl,30,https://media.api-sports.io/football/players/19.png,Midfielder,Midfielder,163,Borussia Mönchengladbach,https://media.api-sports.io/football/teams/163.png,78,2023,31,31,2766,7.064516,2,3,13,6,25,1466,14,66,48,14,134,30,33,10,0.07,0.1,0.42,0.2,0.16,0.81,0.46,2.15,1.56,0.46,4.16,4.36,0.98,1.07,0.33,46.15,15.38,1.71,42.0,59.82,70.0
24,M. Philipp,31,https://media.api-sports.io/football/players/24.png,Attacker,Attacker,160,SC Freiburg,https://media.api-sports.io/football/teams/160.png,78,2023,17,1,309,6.55625,1,0,7,3,3,105,0,8,1,0,18,3,10,2,0.29,0.0,2.04,0.87,0.29,0.87,0.0,2.33,0.29,0.0,2.62,5.24,0.87,2.91,0.58,42.86,14.29,2.86,0.0,33.33,0.0
25,M. Reus,36,https://media.api-sports.io/football/players/25.png,Midfielder,Midfielder,165,Borussia Dortmund,https://media.api-sports.io/football/teams/165.png,78,2023,26,18,1610,7.203846,6,6,37,20,36,666,8,37,5,2,79,21,21,2,0.34,0.34,2.07,1.12,0.67,2.01,0.45,2.07,0.28,0.11,2.46,4.42,1.17,1.17,0.11,54.05,16.22,5.41,0.0,50.0,44.44
26,M. Wolf,30,https://media.api-sports.io/football/players/26.png,Midfielder,Midfielder,165,Borussia Dortmund,https://media.api-sports.io/football/teams/165.png,78,2023,22,12,1160,6.661904,0,1,6,1,11,726,11,20,8,2,44,7,12,2,0.0,0.08,0.47,0.08,0.08,0.85,0.85,1.55,0.62,0.16,2.33,3.41,0.54,0.93,0.16,16.67,0.0,1.52,0.0,49.44,52.38
86,L. Openda,25,https://media.api-sports.io/football/players/86.png,Attacker,Attacker,173,RB Leipzig,https://media.api-sports.io/football/teams/173.png,78,2023,34,33,2716,7.335294,24,7,96,62,36,480,20,3,5,3,109,64,38,4,0.8,0.23,3.18,2.05,1.03,1.19,0.66,0.1,0.17,0.1,0.36,3.61,2.12,1.26,0.13,64.58,25.0,7.5,0.0,43.08,35.71
98,B. Henrichs,28,https://media.api-sports.io/football/players/98.png,Defender,Defender,173,RB Leipzig,https://media.api-sports.io/football/teams/173.png,78,2023,33,28,2532,7.1,1,5,21,9,42,1371,32,67,32,4,156,34,27,5,0.04,0.18,0.75,0.32,0.21,1.49,1.14,2.38,1.14,0.14,3.66,5.55,1.21,0.96,0.18,42.86,4.76,3.06,0.0,57.78,68.09
175,E. Dier,32,https://media.api-sports.io/football/players/175.png,Defender,Defender,157,Bayern München,https://media.api-sports.io/football/teams/157.png,78,2023,15,14,1166,7.093333,0,0,6,4,2,1131,1,11,10,12,54,9,12,1,0.0,0.0,0.46,0.31,0.0,0.15,0.08,0.85,0.77,0.93,2.55,4.17,0.69,0.93,0.08,66.67,0.0,0.18,69.0,65.85,100.0
184,H. Kane,32,https://media.api-sports.io/football/players/184.png,Attacker,Attacker,157,Bayern München,https://media.api-sports.io/football/teams/157.png,78,2023,32,32,2844,7.740625,36,8,109,67,31,621,24,13,6,4,107,39,10,2,1.14,0.25,3.45,2.12,1.39,0.98,0.76,0.41,0.19,0.13,0.73,3.39,1.23,0.32,0.06,61.47,33.03,4.99,0.0,45.34,42.86
249,D. Malen,26,https://media.api-sports.io/football/players/249.png,Attacker,Attacker,165,Borussia Dortmund,https://media.api-sports.io/football/teams/165.png,78,2023,27,21,1785,7.27037,13,1,51,36,23,495,42,11,2,4,84,24,11,5,0.66,0.05,2.57,1.82,0.71,1.16,2.12,0.55,0.1,0.2,0.86,4.24,1.21,0.55,0.25,70.59,25.49,4.65,0.0,42.64,51.22
264,T. Meunier,34,https://media.api-sports.io/football/players/264.png,Defender,Defender,165,Borussia Dortmund,https://media.api-sports.io/football/teams/165.png,78,2023,8,8,593,6.7125,0,0,4,1,4,415,2,5,4,2,14,0,10,0,0.0,0.0,0.61,0.15,0.0,0.61,0.3,0.76,0.61,0.3,1.67,2.12,0.0,1.52,0.0,25.0,0.0,0.96,42.0,28.57,28.57
270,S. Nsoki,26,https://media.api-sports.io/football/players/270.png,Defender,Defender,167,1899 Hoffenheim,https://media.api-sports.io/football/teams/167.png,78,2023,11,7,631,6.58,0,0,0,0,2,363,9,21,8,2,44,2,12,2,0.0,0.0,0.0,0.0,0.0,0.29,1.28,3.0,1.14,0.29,4.42,6.28,0.29,1.71,0.29,0.0,0.0,0.55,0.0,52.38,60.0
275,E. Choupo-Moting,36,https://media.api-sports.io/football/players/275.png,Attacker,Attacker,157,Bayern München,https://media.api-sports.io/football/teams/157.png,78,2023,27,7,703,6.817391,2,2,22,12,17,271,24,17,7,0,62,7,10,1,0.26,0.26,2.82,1.54,0.51,2.18,3.07,2.18,0.9,0.0,3.07,7.94,0.9,1.28,0.13,54.55,9.09,6.27,0.0,51.67,64.86
294,N. Keïta,30,https://media.api-sports.io/football/players/294.png,Midfielder,Midfielder,162,Werder Bremen,https://media.api-sports.io/football/teams/162.png,78,2023,5,1,107,6.55,0,0,2,0,0,67,4,1,2,0,6,1,2,2,0.0,0.0,1.68,0.0,0.0,0.0,3.36,0.84,1.68,0.0,2.52,5.05,0.84,1.68,1.68,0.0,0.0,0.0,0.0,40.0,66.67
376,Diogo Leite,27,https://media.api-sports.io/football/players/376.png,Defender,Defender,182,Union Berlin,https://media.api-sports.io/football/teams/182.png,78,2023,32,32,2708,6.8625,0,0,9,4,6,1554,6,52,46,22,160,31,40,6,0.0,0.0,0.3,0.13,0.0,0.2,0.2,1.73,1.53,0.73,3.99,5.32,1.03,1.33,0.2,44.44,0.0,0.39,0.0,57.35,54.55
